ItemHash,SkuNumber,SoldFlag,ItemName,Price,WarehouseId,Category,OrderDate,ShipDate,OutDate,Delivery_date,OrderId,Quantity,CustomerId
YD44E1OP00PN,218855,0,Electronics-MFZ-852,3104.69,WHDXN9,Electronics,,,,,,6,
P5UHFELFWE0X,897012,0,HomeGoods-BHW-319,1238.72,WH2EKP,HomeGoods,,,,,,1,
6B7YW2TD2NBW,363240,1,Sports-FIG-836,4778.15,WHK0ZG,Sports,2025-07-30,2025-07-30,2025-08-01,2025-08-02,1000597,10,2894316
UYDVLGHHS5A8,757634,0,HomeGoods-FOV-899,883.4,WHLTPV,HomeGoods,,,,,,8,
XGV77MWC4NWY,710295,1,HomeGoods-ADM-677,1366.16,WHTDJA,HomeGoods,2025-07-17,2025-07-23,2025-07-25,2025-07-18,1000598,10,1800125
MH3RQOI48U47,528520,0,Books-OEL-344,1825.88,WHEJYH,Books,,,,,,5,
BV3D53VCYZ4B,907772,0,Clothing-JCZ-801,3143.35,WHUGL8,Clothing,,,,,,10,
TIX7HEX0TS1W,564582,0,Sports-BDO-854,2537.8,WHQRUO,Sports,,,,,,4,
EGOT0K91TBX6,942678,0,Sports-IZD-687,1609.04,WHPDLH,Sports,,,,,,9,
ZI3JXTWB765A,355912,1,HomeGoods-TUJ-845,998.39,WH3YKG,HomeGoods,2025-10-18,2025-10-18,2025-10-20,2025-10-28,1000599,1,1945825
T6A9XYS0LHS8,823325,0,Clothing-FIW-560,1039.32,WHRI60,Clothing,,,,,,7,
RM0V1G47XYCD,969032,0,ComputersandAccessories-IDK-905,1023.27,WHT1CN,Computers&Accessories,,,,,,1,
9J5ES3DWZ6EF,229403,0,Sports-KFM-826,4463.56,WH7TP2,Sports,,,,,,3,
QXEXV9RH72T3,692505,0,Books-RZZ-633,2599.37,WHU88B,Books,,,,,,1,
HKTQPGEW7FBG,123479,0,Clothing-MVT-015,2517.13,WH65GG,Clothing,,,,,,9,
E9RM5EWDERI9,528229,1,Sports-QNQ-345,3278.13,WHLDEF,Sports,2025-04-28,2025-04-28,2025-05-01,2025-05-07,1000600,8,6170100
GWUTKNCY38ZZ,983205,0,Clothing-INX-698,3530.09,WHEY01,Clothing,,,,,,3,
10KEAQD6RMC0,528925,0,ComputersandAccessories-ANN-758,93.55,WHYJEE,Computers&Accessories,,,,,,3,
3E7Z9URM8GY4,728276,1,Clothing-ILV-325,4088.89,WHXGSL,Clothing,2025-10-02,2025-10-07,2025-10-07,2025-10-03,1000601,5,4801196
RZ61OW4RWDIW,372172,0,Electronics-ZJE-636,2832.57,WH5KP3,Electronics,ERROR,,,,,7,
LL8HX0SH9LA1,268088,0,HomeGoods-TIB-050,2900.74,WH4ECO,HomeGoods,,,,,,3,
E3009QZ2NA8I,991618,0,Clothing-DPN-773,3776.89,WHQDA7,Clothing,,,,,,6,
IBKDZL5909PW,335322,1,HomeGoods-PVC-131,4015.18,WHO82X,HomeGoods,2026-01-09,2026-01-13,2026-01-13,2026-01-20,1000602,4,7908597
EPAKF2OQTP70,588299,1,Books-VUY-295,2440.6,WHD091,Books,2026-03-05,2026-03-07,2026-03-10,2026-03-16,1000603,6,2531424
6ZMFR8NR5GPI,244155,1,Sports-BRI-522,4215.94,WHCXM8,Sports,2025-11-18,2025-11-19,2025-11-20,2025-11-26,1000604,9,7780238
APX5FCVEP1BM,430993,0,Sports-TDG-408,3752.46,WHACKQ,Sports,,,,,,5,
1MS0401W27N9,392490,1,Clothing-LQN-278,2856.16,WHJUDT,Clothing,2025-06-13,2025-06-18,2025-06-18,2025-06-15,1000605,1,7504477
28NYKR61KD2C,446888,1,Clothing-ODE-900,4180.65,WHE1GX,Clothing,2026-02-27,2026-03-06,2026-03-08,2026-03-10,1000606,4,5164088
OZCCZ4JQAF32,621568,0,Sports-SQO-050,932.04,WHCB2T,Sports,,,,,,3,
MJ51LOMBHSHR,112541,0,HomeGoods-FLV-267,237.74,WH2JNU,HomeGoods,,,,,,1,
NX0PN2BG5NTU,546181,1,Books-CDT-363,3238.0,WHDU6X,Books,2025-06-28,2025-07-01,2025-07-02,2025-06-29,1000607,8,2014249
UKOAS89CSIBC,314780,0,ComputersandAccessories-DVX-621,3437.64,WHEOGD,Computers&Accessories,,,,,,2,
OUI0H1ELNLIR,859723,0,ComputersandAccessories-IIK-005,3004.01,WHTI1T,Computers&Accessories,,,,,,6,
95BJV6S7Q4H2,655871,0,Electronics-RDB-303,2729.45,WHEW1D,Electronics,,,,,,2,
HWYH39PP64Q3,495041,0,Books-UHI-709,2511.38,WHNPA8,Books,,,,,,7,
EA8XNTQBL4R6,878900,1,HomeGoods-YVB-027,2006.25,WHEFSZ,HomeGoods,2025-12-31,2026-01-02,2026-01-05,2026-01-01,1000608,10,9975653
99H6VHBP2EYN,785709,1,HomeGoods-KHA-133,1180.63,WHG94Y,HomeGoods,2025-03-24,2025-03-29,2025-03-30,2025-03-25,1000609,6,9111546
Q87GNQSYEXBU,542319,0,HomeGoods-BIW-198,1750.59,WH3RPS,HomeGoods,,,,,,8,
U5VK1WN59UWI,504847,1,ComputersandAccessories-XCR-620,4189.59,WH9SDR,Computers&Accessories,2025-12-31,2026-01-04,2026-01-04,2026-01-09,1000610,9,3997945
0VDB50IS62CR,515360,1,ComputersandAccessories-LWK-925,4406.9,WHY35U,Computers&Accessories,2025-10-06,2025-10-07,2025-10-10,2025-10-17,1000611,8,3314778
RSWPY420NMVD,992170,0,Books-ZWS-044,2927.92,WH1MG1,Books,,,,,,1,
PNWAUK9H6GUK,205872,0,HomeGoods-DRW-651,3677.84,WH7WBY,HomeGoods,,,,,,3,
Y4YH60GQ5F2H,890721,1,Sports-DYZ-599,2618.67,WHR7TN,Sports,2026/02/24,2026-02-24,2026-02-25,2026-03-05,1000612,8,2197898
2M2EOBXD3N0H,207639,0,ComputersandAccessories-LGY-960,313.96,WHSSSK,Computers&Accessories,,,,,,7,
BS8D3B4XG0XM,332052,0,Sports-ULX-128,1357.78,WHXQW2,Sports,,,,,,7,
ADJUUJJIDUUL,164871,1,Sports-DEB-189,2005.87,WHJR3V,Sports,2026-01-25,2026-01-25,2026-01-26,2026-01-26,1000613,3,2513987
N77B52ZLM81U,873085,0,Sports-RPI-988,2670.65,WH2KNQ,Sports,,,,,,4,
71IBMAQ1Y109,963103,1,Books-IHG-301,2853.19,WH3TQA,Books,2025-05-27,2025-05-30,2025-05-31,2025-05-28,1000614,2,1102725
1SOOADQQKXQM,955170,0,Clothing-MLW-771,-1475.92,WHAF8P,Clothing,,,,,,4,
EOU1ZDMH9TEH,224383,0,ComputersandAccessories-SLZ-992,1032.65,WH8OC6,Computers&Accessories,,,,,,10,
A6KXEJMYWMXS,976017,1,Clothing-CMV-300,864.88,WHFWL1,Clothing,2026-02-03,2026-02-04,2026-02-07,2026-02-11,1000615,6,4049945
6PIL5ZNCPG0A,550696,0,Electronics-TAL-153,1717.92,WHHAL8,Electronics,,,,,,1,
BMOWNT9BG9SJ,628558,1,Sports-ZZN-336,4912.64,WHHHWC,Sports,2026-01-08,2026-01-11,2026-01-13,2026-01-20,1000616,5,2417662
4GQPQBDNCVTI,579075,0,Clothing-QOW-906,4799.74,WHI27O,Clothing,,,,,,8,
OJ5Y0M27ZX3T,411327,0,Clothing-SPP-489,4892.12,WHHE4K,Clothing,,,,,,5,
ZIMM6F76F3H3,619743,0,Books-XMM-560,349.7,WH652F,Books,,,,,,4,
LSHEW65S3WM2,274288,0,Clothing-BVX-482,1176.19,WHFN2B,Clothing,,,,,,5,
3Q34KTUY9JR2,248070,1,Sports-EQL-542,4063.22,WH8YJF,pSorts,2025-11-29,2025-12-03,2025-12-06,2025-12-11,1000617,6,6823506
EJQGHJE76YT8,968921,1,Sports-FHF-278,3565.83,WHSCK4,Sports,2025-07-09,2025-07-14,2025-07-14,2025-07-10,1000618,5,7061679
T0NB25PS40RU,149898,1,Electronics-ILK-135,831.7,WH332U,Electronics,2025-04-14,2025-04-14,2025-04-16,2025-04-15,1000619,7,1186534
P2XRTAUSC10X,695342,1,Clothing-ASM-112,3576.79,WHNCEQ,Clothing,2025-11-30,2025-12-06,2025-12-08,2025-12-11,1000620,6,2758340
D5CDADBZVM2D,168361,0,Electronics-VBL-501,2336.42,WHUWUE,Electronics,,,,,,4,
RAY12GB4587D,210362,1,HomeGoods-JQW-602,3263.59,WH8XLX,HomeGoods,2026-02-11,2026-02-14,2026-02-16,2026-02-13,1000621,6,2419012
SR3XRIX7P6SI,751908,0,Books-YJF-072,4806.19,WH1SZD,Books,,,,,,1,
H3KEZROC3L3S,146654,0,Books-UEB-020,3046.37,WHCGZ5,Books,,,,,,10,
PJHK74D58KU2,414145,0,Sports-FMO-283,4899.25,WH9E36,Sports,,,,,,9,
3RQLZ5MFWRPQ,552285,1,HomeGoods-WUQ-041,4018.91,WHLJKK,HomeGoods,2025-12-11,2025-12-11,2025-12-12,2025-12-14,1000622,9,4082725
YE9GGZMKNJBX,903203,1,Sports-QIW-490,2069.34,WHTVQO,Sports,2025-12-16,2025-12-23,2025-12-26,2025-12-24,1000623,1,2678094
M1H47H9WAKH8,756287,0,Books-MBR-360,48.5,WHKW37,Books,,,,,,2,
DSP0L6O9I6Y1,386191,0,Books-NXB-222,1131.5,WHRRAY,Books,,,,,,10,
YVYEHFS54FEE,413235,0,Electronics-UHY-622,968.77,WHEGU1,Electronics,,,,,,9,
ZH4JSRKW8B5F,484935,0,HomeGoods-LAH-212,4913.53,WHSRYH,HomeGoods,,,,,,9,
A1Y9AOBWBDGA,316340,0,ComputersandAccessories-VRK-479,2009.96,WH0AUB,Computers&Accessories,,,,,,1,
OHVECJGBFBHS,792901,1,Sports-EGI-607,3023.42,WHNT5F,Sports,2025-12-16,2025-12-21,2025-12-21,2025-12-24,1000624,5,2207902
4JZBK7OQ4QD6,661458,1,HomeGoods-VET-468,3368.05,WHG1JM,HomeGoods,2025-07-21,2025-07-25,2025-07-26,2025-07-29,1000625,9,1165294
XFEPIL0BSEW6,544919,1,Electronics-RLZ-213,4271.47,WHAJY7,Electronics,2025-09-11,2025-09-15,2025-09-16,2025-09-14,1000626,4,6575243
HCNNMSG28544,480192,0,ComputersandAccessories-SQF-593,3572.7,WHBIUE,Computers&Accessories,,,,,,5,
FT9F27Z21HXF,378711,0,Clothing-ERW-741,3484.43,WH7R1X,Clothing,,,,,,6,
WK6FD2LR6RO4,206316,0,Clothing-LYG-115,4581.87,WHDU7H,Clothing,,,,,,4,
AR2EBLLALHG3,912377,1,Sports-NYP-184,4834.56,WHC83O,Sports,2025-07-02,2025-07-06,2025-07-06,2025-07-11,1000627,5,9257978
J2RP5KNK7NHQ,925444,1,Sports-HDY-305,225.57,WHKYY0,Sports,2025-10-31,2025-11-05,2025-11-06,2025-11-14,1000628,9,2677083
JYYSP1BVI451,655940,0,Books-GUI-818,453.12,WHJYTV,Books,,,,,,7,
KNYM3CN95O32,838802,0,Books-ZIF-328,4414.87,WHJKLT,Books,,,,,,2,
K68FRXI5DHJ4,459723,0,Books-HVE-799,4690.96,WHY1O0,Books,,,,,,10,
NGW2GVSYO8U1,617410,0,Sports-IPN-301,4558.87,WHXJZY,Sports,,,,,,6,
Z2C5H45E3D8T,347500,0,Electronics-ALW-463,1628.26,WHE076,Electronics,,,,,,6,
ZTYDRRP0FD0S,287186,1,Electronics-SCS-640,1862.95,WHCYWJ,Electronics,2026-02-22,2026-02-28,2026-02-28,2026-03-03,1000629,9,1821498
7PLW99HRAJEU,638658,1,HomeGoods-TNV-983,2057.37,WHUIII,HomeGoods,2025-07-20,2025-07-26,2025-07-28,2025-07-21,1000630,7,9077675
843FQ02LYZYQ,127265,1,ComputersandAccessories-DKK-981,4818.0,WHH7C2,Computers&Accessories,2026-01-18,2026-01-24,2026-01-26,2026-01-19,1000631,4,5497041
7K2F1FD2ZO7A,264635,0,Books-CHY-863,518.44,WH3OEV,Books,,,,,,4,
1QEN3Y2Q8TJ8,178372,1,Books-JVB-538,3961.3,WHS9M0,Books,2025-05-28,2025-05-29,2025-05-29,2025-05-29,1000632,8,5213560
VTE29YR7YP4K,682926,1,ComputersandAccessories-ZDJ-826,2316.66,WHDOEJ,Computers&Accessories,2026-01-13,2026-01-16,2026-01-18,2026-01-25,1000633,4,4463372
SJAC9VZU3Z8H,457450,0,Books-BAO-096,3869.57,WH9MDU,Books,,,,,,8,
IC8KOW37O9C7,395421,0,Books-AKX-743,1821.24,WHPAS1,Books,,,,,,6,
MA9DQRU4AQIA,966807,0,ComputersandAccessories-GIS-081,4123.09,WHH6Z5,Computers&Accessories,,,,,,6,
NW9HTD4HW18F,193906,1,Books-NUF-864,4716.89,WHQU7N,Books,2026-02-19,2026-02-24,2026-02-25,2026-03-01,1000634,5,8675909
YL0V9QN94PNO,707200,1,Sports-AJP-244,797.0,WHXYWX,Sports,2025-12-26,2025-12-30,2026-01-02,2025-12-27,1000635,2,2226638
IVCYO84X1QX8,811358,1,Books-HCB-086,4761.98,WHJ0JG,Books,2025-04-28,2025-05-04,2025-05-07,2025-04-30,1000636,2,7145607
DOU1MM3LVFY7,588109,0,HomeGoods-FTJ-075,1092.59,WHB29V,HomeGoods,,,,,,1,
4M68Y4U0JJ31,258717,1,Electronics-JXE-460,4247.33,WHYGUN,Electronics,2025-07-13,2025-07-18,2025-07-21,2025-07-15,1000637,10,3082990
74ZZI20XKV5F,628703,1,Clothing-WIG-852,3629.89,WHO4CK,Clothing,2025-11-13,2025-11-19,2025-11-19,2025-11-20,1000638,5,8395443
KWIFSV07VRRW,758232,1,ComputersandAccessories-YGO-722,3521.25,WHYCUA,Computers&Accessories,2026-03-04,2026-03-07,2026-03-09,2026-03-05,1000639,9,9638679
7S9Y45IJ92P2,276733,1,Sports-QXB-181,2164.6,WH1Z3W,Sports,2025-11-28,2025-11-30,2025-12-03,2025-11-30,1000640,3,2064467
NTV8X98SFWXE,234822,0,ComputersandAccessories-UWA-386,1515.52,WH9XQ7,Computers&Accessories,,,,,,6,
6K4IEBQQUXIQ,659715,0,Clothing-EWN-574,853.57,WHOPGE,Clothing,,,,,,5,
4NG8U3N68KZ8,891780,0,Books-JQO-506,1744.16,WHXOW3,Books,,,,,,4,
5BY0AMDX02ND,814393,1,ComputersandAccessories-DQE-565,2649.64,WHOEZ9,Computers&Accessories,2025-09-22,2025-09-29,2025-09-30,2025-09-23,1000641,5,1084766
0O51W574GLOI,746648,0,Electronics-WGL-568,613.41,WH1AYI,Electronics,,,,,,4,
2UWDXCA8PS4Z,469189,0,Electronics-ACV-514,3414.35,WH46DP,Electronics,,,,,,4,
E0Y7TK4BGPOO,231329,0,Clothing-TKQ-091,3212.35,WH9JC5,Clothing,,,,,,5,
5N019HAX4APZ,678804,0,HomeGoods-ZZC-261,439.58,WHFJ07,HomeGoods,,,,,,10,
JMLJFFKC5UJT,109592,0,Clothing-VUG-563,4903.87,WHZE0F,Clothing,,,,,,7,
ZSZWC5QJD8II,192589,0,Books-WZZ-617,2567.61,WHVVEC,Books,,,,,,5,
8ZZFBSUAYW0Q,749081,0,Books-NZR-500,486.18,WHNRKY,Books,,,,,,4,
BXYZ3ARC3LPB,182651,0,HomeGoods-HLD-513,17.64,WHLVW5,HomeGoods,,,,,,7,
N6MF1QNJXKT5,773877,1,Clothing-RIA-946,1222.49,WH5OTV,Clothing,2025-09-05,2025-09-12,2025-09-12,2025-09-07,1000642,2,4729912
P14E0C78UAU4,139513,1,Sports-FEE-098,931.73,WHW8V0,Sports,2025-04-22,2025-04-22,2025-04-24,2025-04-25,1000643,5,2433546
FZXW8ZG8D96L,873946,0,Sports-JZP-879,4809.17,WHY8OA,Sports,,,,,,7,
OR09JJ7650W2,573859,1,Books-IPD-725,1489.25,WHPBOX,Books,2025-06-30,2025-07-01,2025-07-01,2025-07-06,1000644,10,2802714
B6L55FU088U2,547359,0,ComputersandAccessories-SGP-225,642.99,WHMFOY,Computers&Accessories,,,,,,7,
WRVY62CAZ4HE,923791,1,Books-EBA-962,1967.81,WHE9U8,Books,2025-06-24,2025-06-27,2025-06-30,2025-06-25,1000645,4,1423767
X07EY7XZM7V2,696825,1,Sports-HCI-810,3520.07,WHPQNF,Sports,2025-11-19,2025-11-24,2025-11-27,2025-12-01,1000646,4,2401468
FFHSV9PBSAST,821982,0,Sports-XAC-271,1492.41,WHKGNX,Sports,,,,,,2,
787O4GCNVFSH,165696,0,Books-XRD-583,233.79,WHUJRM,Books,,,,,,6,
JAEEGUYAL8R0,943639,1,Books-BIM-843,4057.17,WHZO5A,Books,2025-09-27,2025-10-03,2025-10-05,2025-09-28,1000647,1,6844660
1BV4KS125NBQ,937350,0,ComputersandAccessories-LKQ-859,1217.96,WH9RET,Computers&Accessories,,,,,,7,
USA4QCGM7K1N,253749,0,Books-UWA-592,4802.64,WHSXG4,Books,,,,,,1,
LRNK6M0OXTDQ,700344,1,Books-YNW-483,4439.21,WHQBNL,Books,2026-03-05,2026-03-08,2026-03-11,2026-03-06,1000648,1,4075781
SFL5UQPNI6J3,743586,1,Books-GKO-752,2599.36,WH6E8G,Books,2025-09-09,2025-09-11,2025-09-14,2025-09-18,1000649,5,7326367
DQWD8QX6JC73,992753,0,ComputersandAccessories-HCF-154,2098.91,WHJJ28,Computers&Accessories,,,,,,2,
P4HD66UYOJDB,996380,1,Electronics-HBH-641,2281.11,WH6I63,Electronics,2025-08-26,2025-08-30,2025-09-02,2025-08-27,1000650,8,5106918
JTEXC6OQR9KP,787932,1,HomeGoods-KOA-823,956.68,WH34FP,HomeGoods,2026-02-25,2026-03-03,2026-03-04,2026-03-07,1000651,7,2912351
3TF8UPZ39SW2,188575,1,Sports-FKG-687,1576.22,WH313J,Sports,2025-06-25,2025-06-30,2025-06-30,2025-07-07,1000652,6,3249474
TNJ1UIP0DCK5,762487,0,ComputersandAccessories-KGN-340,3914.49,WH7ZWC,Computers&Accessories,,,,,,5,
34Z6V3X6X9DF,357083,1,Sports-KWA-157,4683.36,WHYO8J,Sports,2025-06-06,2025-06-07,2025-06-07,2025-06-18,1000653,10,3689407
73Y4S9UNSE0A,773902,1,ComputersandAccessories-FDC-037,2528.51,WHFJET,Computers&Accessories,2025-12-26,2026-01-02,2026-01-05,2026-01-05,1000654,7,1513567
QIXW6N5NG8WU,340456,0,Sports-FCP-972,237.91,WHYSLQ,Sports,,,,,,10,
A178XLSFKY3B,199212,1,Clothing-UEX-918,360.2,WH0W1M,Clothing,2026-02-19,2026-02-19,2026-02-21,2026-02-22,1000655,10,2373060
TCT2FDCJ9X84,193516,1,ComputersandAccessories-AQM-623,3986.34,WHOPLF,Computers&Accessories,2025-03-17,2025-03-24,2025-03-27,2025-03-28,1000656,7,6306286
UZDU2DGAV6VB,594001,1,HomeGoods-BXF-082,1894.16,WHBJNL,HomeGoods,2025-07-25,2025-07-25,2025-08-02,2025-08-04,1000657,9,2576511
F6EP1KAMS9WE,998835,1,Clothing-CQN-552,791.22,WHZBLY,Clothing,2025-04-05,2025-04-11,2025-04-14,2025-04-06,1000658,7,1670408
DN28DJVF2M7C,901992,1,Clothing-KRU-626,4734.43,WHIPMR,Clothing,2025-07-20,2025-07-23,2025-07-23,2025-07-22,1000659,8,7566987
INQFBBHKW6NK,492903,1,ComputersandAccessories-LHZ-775,2291.49,WH0H5V,Computers&Accessories,2025-05-26,2025-05-27,2025-05-28,2025-06-03,1000660,7,5864740
GXV2GQX2UB1F,827937,1,Books-JOR-095,960.26,WHTMKX,Books,2025-08-05,2025-08-05,2025-08-08,2025-08-15,1000661,7,6151947
6XZKGETFL28D,563937,0,HomeGoods-ESJ-132,845.78,WHEAET,HomeGoods,,,,,,9,
F0X9OAZ9ACQL,874127,1,ComputersandAccessories-MJF-037,3670.71,WHTRSF,Computers&Accessories,2025-04-08,2025-04-11,2025-04-13,2025-04-17,1000662,6,9120980
PFJCDYHJP3LO,480715,1,Electronics-ITK-704,506.73,WHCULX,Electronics,2025-07-31,2025-08-07,2025-08-07,2025-08-02,1000663,1,3375793
3WKS2OQOUQUO,353253,1,Sports-TNK-630,3383.7,WH8BTC,Sports,2025-06-03,2025-06-06,2025-06-09,2025-06-11,1000664,9,9083426
UXQGLTUBB8JO,355288,1,Clothing-TUA-668,1093.18,WH00DF,Clothing,2025-08-01,2025-08-07,2025-08-07,2025-08-12,1000665,7,2254212
389YL1PN10GF,910351,1,ComputersandAccessories-XFR-009,3745.27,WHRFY1,Computers&Accessories,2025-03-26,2025-04-02,2025-04-04,2025-03-27,1000666,5,8681833
KIDZ3T5VGR03,730876,0,Clothing-GDC-342,2140.66,WH8ZUB,Clothing,,,,,,4,
VZOFQN3ETY8J,959483,0,Electronics-HHP-564,1586.65,WHW64Z,Electronics,,,,,,5,
VL3XBZU7R4TY,725572,0,Clothing-VIC-049,4807.54,WHITE3,Clothing,,,,,,2,
6ZODGEQ28UP8,709072,0,ComputersandAccessories-HAL-437,4776.0,WHIDMO,Computers&Accessories,,,,,,6,
1U95OQO5R9D9,326359,1,HomeGoods-GNK-541,4882.15,WHCWI8,HomeGoods,2025-03-09,2025-03-09,2025-03-09,2025-03-10,1000667,3,9496587
OA2TMPPPRZKP,610734,0,ComputersandAccessories-VJE-549,3549.96,WHS76P,Computers&Accessories,,ERROR,,,,7,
TROYPMIOEXYM,831007,1,Books-HWU-572,2109.25,WH5I0I,Books,2025-04-17,2025-04-22,2025-04-23,2025-04-18,1000668,1,9151133
TPC4RS3PATEY,170362,1,ComputersandAccessories-UPC-209,4686.98,WHJ58V,Computers&Accessories,2025-11-20,2025-11-27,2025-11-27,2025-11-28,1000669,5,7914457
T3UQKTBPI6ZD,923176,0,Electronics-TYP-679,652.04,WHY0GY,Electronics,,,,,,6,
KD48F6RQYZ4G,144577,0,Electronics-KVJ-118,2477.47,WHHE6M,Electronics,,,,,,2,
QZ0CYZ5T3QZ8,216345,0,Electronics-XGL-656,1254.25,WH7EUV,Electronics,,,,,,2,
TZS71WZZCTK5,383042,1,Clothing-EYN-429,1776.06,WHVNW6,Clothing,2025-06-03,2025-06-08,2025-06-11,2025-06-12,1000670,5,4619385
LQKEVYP0KSQ9,658165,0,Electronics-NMV-825,3439.42,WH6X2L,Electronics,,,,,,3,
XGTJU18MMIZJ,983776,0,Books-VEU-703,2761.47,WHG1OA,Books,,,,,,8,
9BCAZSHRVV9C,145882,1,Clothing-PDE-895,1550.84,WHJ2Y6,Clothing,2025-12-29,2025-12-31,2026-01-02,2026-01-06,1000671,2,5528534
8T2O4PY96OMB,125937,1,Books-HET-601,3831.88,WHICD7,Books,2025-03-23,2025-03-26,2025-03-29,2025-03-24,1000672,3,8448529
INXRW3Y8KWWP,867909,0,Sports-FBP-695,1099.12,WHHZSX,Sports,,,,,,2,
KTDNTBBHEU42,281044,0,HomeGoods-UNX-765,797.62,WHWK1K,HomeGoods,,,,,,4,
U8RQ8XPP0EBI,737799,0,Electronics-WSX-110,628.88,WH52HF,Electronics,,,,,,7,
DNZ0MPKNZA1B,692066,1,Sports-YAT-810,3478.67,WHR73F,Sports,2025-07-23,2025-07-23,2025-07-23,2025-08-03,1000673,8,5006743
26287XFA0ZWH,964753,0,Sports-IZP-577,839.03,WHLUP1,Sports,,,,,,3,
8YBCSOY6CXZS,961699,1,Electronics-GEY-412,1297.36,WHUV6D,Electronics,2025-04-02,2025-04-03,2025-04-04,2025-04-04,1000674,5,1656487
SDLGUGNKXB7Z,541441,0,Books-TVD-638,3737.66,WHLB1I,Books,,,,,,10,
NJPC0GAXM223,875467,0,Sports-PVC-775,3069.39,WHRR0W,Sports,,,,,,9,
ZP74NRW3FOZ0,320798,1,Electronics-QCN-300,4282.66,WHMX9V,Electronics,2025-09-02,2025-09-05,2025-09-05,2025-09-05,1000675,8,7809079
TAG4MF1AGR1I,413601,0,Electronics-DIB-903,981.86,WH1I2K,Electronics,,,,,,4,
RF2KP519FSZ1,239500,0,HomeGoods-RMH-615,3441.26,WHYL1N,HomeGoods,,,,,,7,
Q98IV3SATCM3,677533,1,Clothing-BJZ-340,4110.95,WHR5N1,Clothing,2025-06-26,2025-07-02,2025-07-04,2025-06-28,1000676,10,8578540
11RJ0HKG5O7O,640879,0,HomeGoods-NJK-930,2223.93,WHA0E6,HomeGoods,,,,,,6,
9TOMDF7IDXJ2,851850,1,Clothing-KFO-304,3228.27,WHBD12,Clothing,2025-07-23,2025-07-29,2025-07-31,2025-07-24,1000677,5,9058772
ULZT46EP7CCD,860577,1,Books-OJO-654,1887.16,WH6YWZ,Books,2025-04-30,2025-05-04,2025-05-06,2025-05-03,1000678,7,2118097
BNB91OSQADWV,706224,1,HomeGoods-TNH-317,4221.61,WHSJKQ,HomeGoods,2025-12-15,2025-12-20,2025-12-21,2025-12-16,1000679,5,6476345
2CIYI89C9K6D,405217,0,HomeGoods-TWI-786,4123.19,WHNNO6,HomeGoods,,,,,,2,
Q31YUVAZSMRZ,711881,1,Books-BBW-301,3822.42,WHBUPJ,Books,2025-11-16,2025-11-22,2025-11-25,2025-11-25,1000680,8,1214851
K1RNYSNJQG4D,529903,0,HomeGoods-VMW-892,1681.76,WHOUSE,HomeGoods,,,,,,4,
TC64VR55IMBL,650127,1,Books-IQN-651,4536.24,WH2TQK,Books,2025-08-12,2025-08-14,2025-08-14,2025-08-23,1000681,7,7201765
GXXTQCE6754H,697790,0,Sports-QFL-042,858.32,WH2CE4,Sports,,,,,,6,
H08ZLIVB0OTV,164028,1,Books-VRX-384,4923.23,WHZXBW,Books,2025-08-20,2025-08-26,2025-08-28,2025-08-31,1000682,8,2579184
XX7VQ0WJM19Y,779368,1,Clothing-JPA-608,3896.56,WHVBLJ,Clothing,2026-02-08,2026-02-13,2026-02-15,2026-02-17,1000683,5,9941674
IRQLTRFN9TU6,544493,1,ComputersandAccessories-CVN-483,2275.59,WHDWJR,Computers&Accessories,2025-07-09,2025-07-12,2025-07-14,2025-07-17,1000684,5,7433491
9MP9YPLVYBBA,290621,0,Sports-GDP-615,4007.98,WHM1FO,Sports,,,,,,10,
Q5AFRF8NHPEV,964293,0,Books-ZYB-454,715.96,WHLROM,Books,,,,,,3,
LZ58X35RO4Q9,888030,0,ComputersandAccessories-ZSE-750,1944.3,WHW3EB,Computers&Accessories,,,,,,5,
682FWEZY1YWC,399015,0,Sports-JGB-385,227.93,WHHHJX,Sports,,,,,,4,
5YBMMOIDAJ9R,177227,1,Books-ZIH-717,2822.51,WH5V82,Books,2025-04-20,2025-04-21,2025-04-22,2025-04-28,1000685,2,8276775
2SN33ZHG0A29,644140,1,Sports-DMT-851,2718.64,WH308H,Sports,2025-06-18,2025-06-24,2025-06-26,2025-07-01,1000686,7,7314376
08CYIIY6BYUD,428260,0,Books-FCD-531,4900.64,WHD1ZR,Books,,,,,,9,
2M8M3INHAUKH,841676,1,Books-ZBK-129,185.55,WH5GOO,Books,2025-06-10,2025-06-15,2025-06-18,2025-06-21,1000687,8,9431654
KGDYIHSRR8UM,858551,0,ComputersandAccessories-ECZ-733,898.68,WHGNZZ,Computers&Accessories,,,,,,8,
HDG9W2YFJZLU,731929,0,Electronics-HLM-161,3476.98,WH924D,Electronics,,,,,,3,
VGD5M695GXFG,382619,1,Sports-QJA-186,345.21,WHAVK2,Sports,2025-08-28,2025-09-04,2025-09-04,2025-09-08,1000688,4,5223066
BUZHGTSEYE9T,253550,1,Sports-MYZ-107,1806.5,WHT0Q2,Sports,2025-03-11,2025-03-17,2025-03-19,2025-03-20,1000689,10,5373253
N7943938TXNA,615926,0,HomeGoods-AHJ-562,1224.8,WHCIOI,HomeGoods,,,,,,10,
6B1RMST4DK4I,712516,1,HomeGoods-TSM-171,2514.7,WH3HHK,HomeGoods,2025-11-24,2025-11-29,2025-12-01,2025-11-26,1000690,7,8333427
