ItemHash,SkuNumber,SoldFlag,ItemName,Price,WarehouseId,Category,OrderDate,ShipDate,OutDate,Delivery_date,OrderId,Quantity,CustomerId
X7HLLZ6TIGKS,384412,1,Sports-MDH-844,1972.5,WH4X3E,Sports,2025-06-14,2025-06-17,2025-06-20,2025-06-15,1000235,3,5891473
FC3G7TD0RAM8,618462,0,Clothing-UFW-322,633.67,WHJG86,Clothing,,,,,,2,
CBVOSK9HXHD9,824813,1,Sports-OXC-166,152.83,WHYGBN,Sports,2025-04-22,2025-04-29,2025-05-02,2025-04-29,1000236,8,9891246
7I9ZNZARV7QB,945180,0,Sports-GIF-718,843.47,WHQPHH,Sports,,,,,,7,
YTKUGRNEGJ4H,245971,1,Electronics-CFE-719,2188.59,WHIHSE,Electronics,2025-04-22,2025-04-24,2025-04-25,2025-04-23,1000237,8,2233795
2UZ3V14AR421,314400,1,ComputersandAccessories-EJB-287,4836.35,WHPY5S,Computers&Accessories,2025-11-28,2025-12-01,2025-12-02,2025-11-30,1000238,9,7757740
SZ6ZPBBMV6E0,194851,1,HomeGoods-AJL-692,3576.58,WHSV4V,HomeGoods,2025-11-03,2025-11-10,2025-11-11,2025-11-05,1000239,7,4731532
7TU254LPE1CJ,139989,0,ComputersandAccessories-UXW-293,4753.52,WHILWT,Computers&Accessories,,,,,,10,
B8VND2X4F8O2,846416,0,Books-ROC-570,3668.25,WHWLHA,Books,,,,,,1,
2CQMAIG9DX64,223364,1,ComputersandAccessories-PDM-464,598.51,WH21TM,Computers&Accessories,2025-03-24,2025-03-29,2025-03-31,2025-03-25,1000240,4,7092495
PSD9H263995B,192800,1,Clothing-EGW-008,4439.31,WHU0KJ,Clothing,2025-10-02,2025-10-04,2025-10-05,2025-10-05,1000241,6,9647647
Q444NP8KGPQ8,441377,1,Clothing-HZE-343,46.4,WHJBPA,Clothing,2025-09-10,2025-09-13,2025-09-13,2025-09-15,1000242,3,6415134
UTG3D8B0MZ8G,790428,0,Electronics-AJU-309,3184.99,WHJ523,Electronics,,,,,,4,
N2NCHBGQN3PP,844765,1,ComputersandAccessories-RYZ-233,3253.37,WHYK04,Computers&Accessories,2025-07-28,2025-08-04,2025-08-05,2025-08-05,1000243,1,2388402
SOTLI6GSTXBO,912636,1,Books-DWB-462,3255.31,WHQA4A,Books,2025-12-03,2025-12-06,2025-12-08,2025-12-08,1000244,1,8418238
OMPD2EVZKK9Y,182453,0,Clothing-RLO-454,2874.76,WH2M58,Clothing,,,,,,7,
BT2T2N3VOBWL,829156,1,HomeGoods-NCE-338,471.41,WHM3Y8,HomeGoods,2025-07-28,2025-07-29,2025-07-29,2025-07-31,1000245,1,8932178
UT2D9Z7QEXZN,234748,1,Clothing-YYG-191,4399.57,WHI5T1,Clothing,2025-09-18,2025-09-18,2025-09-21,2025-09-30,1000246,10,6733406
U70IHUDE8BQV,849310,0,ComputersandAccessories-VQK-245,3380.28,WHN6HT,Computers&Accessories,,,,,,8,
O1PFLCDDOL56,705287,0,ComputersandAccessories-YFL-507,2425.6,WHDB0P,Computers&Accessories,,,,,,1,
8NBU154CIS61,778697,0,ComputersandAccessories-EQB-928,1450.81,WHIYLS,Computers&Accessories,,,,,,5,
2XC6KY5I10I1,490237,0,HomeGoods-ENC-906,4179.22,WHC3UI,HomeGoods,,,,,,1,
0QWMI8I2VC9Z,429598,1,Sports-LZE-012,3739.76,WHN6QR,Sports,2025-08-21,2025-08-23,2025-08-26,2025-08-29,1000247,3,5647101
V5B5ZZOPEH6Q,775002,0,ComputersandAccessories-FXK-730,1329.21,WHP4V2,Computers&Accessories,,,,,,5,
00IK9BJFKFWT,641730,1,Electronics-UYP-309,3432.46,WHVKJ4,Electronics,2025-04-07,2025-04-10,2025-04-13,2025-04-18,1000248,4,3505861
3WKZLJFEPWKZ,400786,0,HomeGoods-RAM-199,4507.07,WH6OX3,HomeGoods,,,,,,9,
CQM19H8KEKWD,625558,0,ComputersandAccessories-VDQ-868,298.48,WHZQRF,Computers&Accessories,,,,,,5,
LTZGG7T2UCZQ,176807,1,HomeGoods-IUM-937,1541.5,WH54KN,HomeGoods,2025-09-12,2025-09-13,2025-09-16,2025-09-21,1000249,7,6690602
IUUNWPO8AN5O,113969,0,Sports-DFQ-173,4669.27,WHT6PN,Sports,,,,,,8,
BI67O43PP7FD,936666,1,HomeGoods-JRV-910,4521.32,WHWF6W,HomeGoods,2025-11-08,2025-11-08,2025-11-08,2025-11-09,1000250,3,2689751
D39QINI30MGX,699522,1,Sports-SVQ-818,1445.82,WHKSWU,Sports,2026-01-30,2026-02-05,2026-02-08,2026-01-31,1000251,9,5888580
920HV05P5VTW,637958,0,Sports-XNS-332,2239.08,WH1OS1,Sports,,,,,,8,
8MVVRQGG9LHR,495563,1,Clothing-HKM-764,2694.73,WH5N7Z,Clothing,2025-07-31,2025-08-06,2025-08-07,2025-08-11,1000252,10,3290349
OEEWAD9TALN2,787162,1,Sports-XZW-683,2387.91,WHDQYS,Sports,2025-12-21,2025-12-24,2025-12-25,2025-12-23,1000253,4,9893290
PISI3AV43AYJ,261085,1,Clothing-TFX-789,1732.66,WHHGYR,Clothing,2025-05-19,2025-05-22,2025-05-22,2025-05-21,1000254,10,7810560
1NIY0LCOQSV7,707836,0,Electronics-XIE-050,300.82,WH9OL9,Electronics,,,,,,10,
OC6XA0KKFTG1,178590,0,Clothing-OFH-361,981.05,WHFJPE,Clothing,,,,,,10,
JMVYWTWFR0ZY,577342,1,Sports-DPD-201,1433.94,WHT3RF,Sports,2025-10-04,2025-10-08,2025-10-09,2025-10-05,1000255,9,9161032
1MJ09HHXBFRJ,161997,0,HomeGoods-JSP-829,1171.91,WH53Q9,HomeGoods,,,,,,5,
YGPNIUB1KIMP,480922,0,Electronics-LZD-949,97.11,WH9ARV,Electronics,,,,,,7,
OY4TKX14W06I,870583,0,Sports-CZZ-120,1622.69,WHDE4E,Sports,,,,,,4,
ZYWHSWP6W8BM,233997,1,Clothing-ORA-923,4327.85,WHW5H2,Clothing,2025-08-04,2025-08-08,2025-08-10,2025-08-13,1000256,5,1588316
U0PY5LUHT9Q6,459511,0,Sports-XMP-052,3560.79,WHMEAX,Sports,,,,,,2,
M1KPJCF8QUWZ,546225,0,Books-CDG-652,1439.48,WH89PU,Books,,,,,,7,
S8MN7ACMHURC,900626,0,Electronics-WZS-039,1271.73,WHB239,Electronics,,,,,,10,
GXZOUF2H7OZR,822610,0,Clothing-LWL-512,3464.7,WHQLIY,Clothing,,,,,,3,
GSQ65DCA2LAO,127072,1,Clothing-SJL-022,2708.21,WH1M76,Clothing,2025-08-09,2025-08-14,2025-08-15,2025-08-23,1000257,6,6677238
EI18C7WS6EPW,133203,1,ComputersandAccessories-EBV-090,3150.81,WHPV1H,Computers&Accessories,2025-07-11,2025-07-11,2025-07-12,2025-07-19,1000258,10,1272474
PJQ8XGGUPP9V,948799,0,Clothing-LEE-283,1622.78,WHG8DV,Clothing,,,,,,10,
6QAVZ2LZ8LZX,541051,0,ComputersandAccessories-OGK-946,2186.64,WHP8H5,Computers&Accessories,,,,,,6,
VIXLOMP9KE4J,506227,0,Electronics-UOH-964,4403.4,WHA5QO,Electronics,,,,,,10,
UILUPAMRBMIR,211832,1,HomeGoods-IWG-199,3934.52,WH9HLU,HomeGoods,2025-10-18,2025-10-19,2025-10-21,2025-10-21,1000259,1,6073226
C1TALWPESUPO,660342,0,ComputersandAccessories-VPN-242,3166.6,WHVKLH,Computers&Accessories,,,,,,1,
9SKWVLL4ST2E,360380,1,Clothing-MAF-998,4325.26,WHRI1K,Clothing,2025-03-23,2025-03-26,2025-03-28,2025-04-01,1000260,9,4899854
XC369SJVESU3,726981,1,Electronics-FJI-359,1620.52,WHHJEC,Electronics,2025-10-19,2025-10-22,2025-10-24,2025-10-29,1000261,2,6426432
F1J028L7OE18,298508,1,HomeGoods-LEP-541,3193.8,WH6GJA,HomeGoods,2026-03-04,2026-03-08,2026-03-11,2026-03-07,1000262,3,4848216
7LST1VN4CYQO,455172,0,ComputersandAccessories-BVA-591,174.73,WH83C7,Computers&Accessories,,,,,,4,
P6G9FU5RFZHU,369795,0,Clothing-JPB-806,3775.27,WHEVDR,Clothing,,,,,,5,
4CJXNCDOUH8Y,117100,0,Books-WJV-788,4026.27,WHTRP6,Books,,,,,,2,
SEHPISWPEXAH,739775,0,Sports-HTR-409,3993.13,WHC81B,Sports,,,,,,3,
K6E2EZJYRMQX,221845,0,ComputersandAccessories-HUM-002,1351.26,WHF9PM,Computers&Accessories,,,,,,6,
W8R7ACMOY0XF,573552,1,Electronics-UMV-160,4147.7,WHL33W,Electronics,2025-07-07,2025-07-12,2025-07-12,2025-07-18,1000263,3,7164005
TSAPTQCL0WBT,543869,1,Electronics-NBF-296,2535.99,WH01GH,Electronics,2025-03-29,2025-04-02,2025-04-02,2025-03-31,1000264,1,4874102
GR8RCCNA5JDO,327874,1,Books-AGC-083,2862.65,WHLLNM,Books,2025-11-29,2025-12-03,2025-12-06,2025-12-10,1000265,7,3662370
KCBYI7T1WIVB,276096,1,Sports-KLV-358,2313.03,WHB8SD,Sports,2025-03-20,2025-03-25,2025-03-25,2025-03-26,1000266,8,3990648
6BU3WYBHUBYN,974748,0,Clothing-ZEC-538,232.77,WHBW9G,Clothing,,,,,,3,
SV20RDU89CRM,249593,1,Electronics-CLN-349,4834.13,WH12BW,Electronics,2025-08-15,2025-08-19,2025-08-21,2025-08-16,1000267,10,5892038
7XMXUW5VWQNV,862725,0,HomeGoods-AAI-531,1745.3,WHQZH0,HomeGoods,,,,,,2,
IN52PCVGNM22,124696,0,Clothing-BRS-983,1740.62,WHNFTP,Clothing,,,,,,8,
177QIG8HX29U,872493,0,Clothing-NFO-826,4583.76,WHLHNW,Clothing,,,,,,5,
PHJDO3TO82AU,365461,1,Books-ZBA-174,973.45,WH2CQK,Books,2025-07-08,2025-07-15,2025-07-18,2025-07-21,1000268,2,4313809
887CGEPQE7TF,349808,1,HomeGoods-FGX-338,3452.1,WH5HPP,HomeGoods,2025-06-27,2025-07-02,2025-07-02,2025-06-29,1000269,9,7509052
823PTWBK6P8M,563463,0,Books-QEX-125,2284.74,WHKUE6,Books,,,,,,1,
EQ1ZSRIIGQ95,981663,1,ComputersandAccessories-LNK-260,2444.62,WHQPA6,Computers&Accessories,2026-01-29,2026-02-02,2026-02-03,2026-01-30,1000270,8,2964094
B8R6B8IYC9DC,838379,0,Clothing-DHC-734,220.16,WHYIN7,Clothing,,,,,,6,
4C8LYRSQIKO5,762236,0,ComputersandAccessories-BJP-267,1427.83,WHEJ6D,Computers&Accessories,,,,,,8,
IEQ3GVKTN371,777344,1,HomeGoods-IDA-074,650.72,WHY8WO,HomeGoods,2025-06-14,2025-06-21,2025-06-22,2025-06-17,1000271,2,4591671
QS3BVK1YAQCQ,232951,1,Sports-CMV-904,1692.14,WHSHY2,Sports,2026-01-31,2026-02-02,2026-02-03,2026-02-01,1000272,7,9978790
LKNGBXGC9G9H,713012,1,Books-TLC-266,2526.67,WHVAF3,Books,2025-09-08,2025-09-11,2025-09-11,2025-09-10,1000273,4,6523910
8E46LAOS10A3,573708,0,Electronics-QBP-228,3.97,WHIAMZ,Electronics,,,,,,9,
CV9IC1QK12KL,530206,0,Electronics-XNU-935,4064.82,WHO3JH,Electronics,,,,,,7,
YR6L6EZW9ZVB,394524,0,ComputersandAccessories-DAE-468,2324.38,WH71FJ,Computers&Accessories,,,,,,5,
0EM98KB9RAYF,294885,0,Clothing-TZX-041,4157.59,WHGO20,Clothing,,,,,,8,
N2IK5KY78I12,222012,0,ComputersandAccessories-PRC-433,4782.91,WHMS6T,Computers&Accessories,,,,,,4,
GI2U47R3ZSU9,639965,1,ComputersandAccessories-TUE-233,1256.64,WHFBMA,Computers&Accessories,2025-04-07,2025-04-07,2025-04-09,2025-04-19,1000274,7,4035316
HU4WGQFQ647H,756384,1,HomeGoods-VEA-557,981.68,WHL74E,HomeGoods,2025-10-08,2025-10-14,2025-10-14,2025-10-10,1000275,8,8543471
UK7YS4JGF9JK,231006,0,Electronics-IGF-531,2121.7,WHV1KY,Electronics,,,,,,5,
NO66EJFEZ7SM,548844,1,Sports-XMJ-489,4756.91,WH2CFO,Sports,2025-03-15,2025-03-20,2025-03-21,2025-03-23,1000276,6,3537206
L3LHJHA9L6BI,174596,1,Books-IIP-198,2832.5,WHIDYD,Books,2025-07-17,2025-07-18,2025-07-19,2025-07-23,1000277,1,5528985
RJOBYIKKMJ9Q,539489,0,Clothing-EPV-796,2336.47,WHMNHT,Clothing,,,,,,4,
ZOI349VJWFJ6,550734,0,Clothing-MIB-652,4241.7,WHLHCS,Clothing,,,,,,9,
QGR28W2WPEEP,473573,1,HomeGoods-ZOL-725,707.63,WHYZJK,HomeGoods,2026-01-12,2026-01-14,2026-01-17,2026-01-13,1000278,2,9429790
7F16OAUCE4TW,816811,0,Clothing-EES-722,4461.31,WH23HO,Clothing,,,,,,6,
RP8MGI0R516H,601726,0,HomeGoods-IND-092,190.39,WHFDEF,HomeGoods,,,,,,5,
HMEGGE2TPIPE,990045,0,HomeGoods-HNM-138,3519.15,WH6FBQ,HomeGoods,,,,,,6,
CIMX95X8ID5J,146115,1,ComputersandAccessories-RHO-598,4879.2,WHI6LT,Computers&Accessories,2025-07-07,2025-07-07,2025-07-08,2025-07-10,1000279,2,7964754
8YX9NXE801ZU,338675,0,Electronics-PJY-928,793.71,WHUWKD,Electronics,,,,,,1,
5RHMDJY27SIH,891986,0,Sports-TJP-376,1398.87,WHPXHJ,Sports,,,,,,8,
D3YDU4OHEP4B,724358,0,ComputersandAccessories-SAY-277,3078.5,WHXR3G,Computers&Accessories,,,,,,1,
UTH4482DG2N5,692481,0,Electronics-YSE-835,3563.79,WH7KE8,Electronics,,,,,,6,
TZ4NYRNDCAKO,564127,1,ComputersandAccessories-SIT-008,4322.86,WHWHPJ,Computers&Accessories,2025-04-07,2025-04-08,2025-04-10,2025-04-15,1000280,7,7880763
UF4LW4VXNQX5,662686,1,ComputersandAccessories-DCU-426,2312.89,WH3XRZ,Computers&Accessories,2025-06-16,2025-06-18,2025-06-21,2025-06-19,1000281,10,3327854
19UVUJO2FGXB,918435,1,ComputersandAccessories-ALS-677,56.41,WHT413,Computers&Accessories,2025-03-22,2025-03-24,2025-03-24,2025-04-04,1000282,6,7772385
FWJQDQCXOIEC,154559,1,Electronics-JVX-516,437.76,WH1TLX,Electronics,2025-08-03,2025-08-09,2025-08-10,2025-08-12,1000283,3,3801472
B4E8QBR74DJC,632456,1,Books-OGO-811,796.94,WHDMQC,Books,2025-08-31,2025-09-04,2025-09-05,2025-09-01,1000284,6,1079555
B1JNVUHC80Y4,984554,1,Sports-YZF-462,3046.3,WHHM68,Sports,2025-04-25,2025-05-02,2025-05-02,2025-04-27,1000285,7,7310024
AR5IC2S35EQQ,216206,0,Sports-QLW-681,106.13,WHSLK2,Sports,,,,,,10,
YWITI6PVDV6V,507027,0,Clothing-RST-920,3281.16,WHWPDK,Clothing,,,,,,4,
GMPYV421MRUI,322192,0,Sports-GTK-448,4985.17,WHBNSD,Sports,,,,,,10,
T73SICLAW5RI,790022,0,Sports-BMJ-737,117.12,WH1I2D,Sports,,,,,,8,
QLMOGQF9843P,248050,1,Clothing-CNP-955,4916.15,WHAIAT,Clothing,2025-07-16,2025-07-23,2025-07-24,2025-07-17,1000286,4,9357740
M43N6778B986,402871,1,Books-KOI-703,3533.11,WH24F6,Books,2025-08-08,2025-08-14,2025-08-15,2025-08-09,1000287,3,7588388
75075E9UKLP1,683962,1,Clothing-KXR-384,1449.14,WHTPEK,Clothing,2025-08-03,2025-08-05,2025-08-08,2025-08-14,1000288,9,3484934
P3GZI81CXPXD,328326,0,Books-PNE-736,902.97,WHE8JZ,Books,,,,,,7,
GC6GWWL559CW,639323,1,Electronics-LSV-748,3838.72,WH42SI,Electronics,2025-08-31,2025-09-04,2025-09-06,2025-09-01,1000289,7,3830122
94LLM4IBXS01,700544,0,Sports-EXI-353,3825.46,WHO9UW,Sports,,,,,,7,
X239AMO3ITWB,850390,1,Books-TZV-553,2714.02,WH6KJK,Books,2025-10-09,2025-10-09,2025-10-09,2025-10-16,1000290,8,8340584
CHS9NC1SQWIF,914611,0,Electronics-UQG-111,3547.79,WH4FZL,Electronics,,,,,,10,
F47L7NDKW8MV,624407,0,Sports-ATL-934,1277.15,WHOSMA,Sports,,,,,,2,
4M363GERE0R1,326081,0,Clothing-GJY-221,1662.67,WH8A17,Clothing,,,,,,2,
CVI574QMG1GW,781313,1,ComputersandAccessories-BLQ-857,2514.22,WHOK1E,Computers&Accessories,2026-01-03,2026-01-05,2026-01-06,2026-01-11,1000291,6,6806072
0YJNR32HDHYG,914379,1,ComputersandAccessories-GGY-823,1329.32,WHX7K5,Computers&Accessories,2025-06-23,2025-06-24,2025-06-26,2025-06-26,1000292,3,4103397
WPGEDPZMZGQ3,326160,1,Electronics-YZD-861,4175.82,WHA2WX,Electronics,2025-05-20,2025-05-21,2025-05-24,2025-06-01,1000293,10,5810278
8QJKJ0U4QAA1,673057,0,Clothing-RWH-003,4081.02,WH95L9,Clothing,,,,,,10,
P9GYQO5760GQ,467052,0,Clothing-GKJ-041,3412.65,WHWQSC,Clothing,,,,,,8,
24YRV05WW6F0,696656,0,Clothing-YZW-324,1899.76,WHYGWD,Clothing,,,,,,8,
M9N4CZC4QA7T,450748,1,ComputersandAccessories-RRO-556,4821.3,WHH3I0,Computers&Accessories,2025-08-14,2025-08-15,2025-08-15,2025-08-16,1000294,8,7565117
34UF7RS9YVSH,277456,0,ComputersandAccessories-MQX-040,2363.16,WH8BFL,Computers&Accessories,,,,,,7,
95O29ZLZQ9JQ,969302,0,Electronics-RIR-042,3577.75,WH2EB2,Electronics,,,,,,9,
UGLB5N0D1JY0,371124,1,Sports-JJM-838,4035.0,WHIWQI,Sports,2025-04-16,2025-04-20,2025-04-20,2025-04-26,1000295,7,1453896
EOQNNFQDAJS7,647976,0,Sports-WPL-930,2088.17,WHOUVJ,Sports,,,,,,2,
IFV5DSDWJTOJ,258098,1,Sports-BWH-351,804.37,WHU4C7,Sports,2025-10-24,2025-10-29,2025-11-01,2025-10-26,1000296,9,5939926
CR0FS7DWPUUS,163498,0,Clothing-GDK-937,1659.96,WHNHNO,Clothing,,,,,,5,
NBCTER41IABI,192029,0,HomeGoods-ZPX-858,1732.62,WH0SAY,HomeGoods,,,,,,9,
E38BWB8KZK5X,719241,1,Electronics-AAG-271,1659.51,WHWAZ1,Electronics,2025-05-13,2025-05-18,2025-05-19,2025-05-20,1000297,4,8549014
FGY0XVF1UG4M,346441,1,Electronics-HWH-813,2362.69,WHGOFA,Electronics,2025-10-20,2025-10-20,2025-10-23,2025-10-30,1000298,3,3946603
FE511MU8IRXL,638447,0,Clothing-DFM-907,3445.0,WHY28O,Clothing,,,,,,9,
AKCPEODDUFQ2,516651,0,Electronics-CWC-649,4917.93,WHZWV5,Electronics,,,,,,10,
X2AQDT56J6HB,883792,1,Electronics-ASK-120,4358.28,WHR5ZD,Electronics,2025-08-24,2025-08-24,2025-08-24,2025-09-03,1000299,7,4499863
8UYPVGLIX0DS,741899,0,HomeGoods-ILK-953,3807.21,WHT7ZV,HomeGoods,,,,,,10,
LOBGR5FNUG25,408952,1,Books-WPF-166,438.88,WH4G0V,Books,2025-08-25,2025-09-01,2025-09-03,2025-09-03,1000300,3,9738378
D9YO18O8KDVY,139700,0,Sports-CWB-061,590.01,WH4SVR,Sports,,,,,,5,
XSKZDXASSALT,689979,0,Books-UMI-765,4408.87,WHBKCC,Books,,,,,,7,
GU437DIRB1XC,892486,0,Electronics-LEQ-166,1632.18,WHL4OV,Electronics,,,,,,8,
O6RLWOEOPXCO,214510,0,Electronics-JPC-044,2053.64,WH1ZHU,Electronics,,,,,,1,
WFLG8094XBF3,713941,0,Sports-ZGR-471,2273.89,WHGWZT,Sports,,,,,,10,
LYVL96ZB1LTD,499389,1,HomeGoods-OQD-785,2760.34,WHBWRH,HomeGoods,2025-08-27,2025-08-30,2025-09-02,2025-08-29,1000301,2,5945547
WK5W80B3IB6A,835711,1,HomeGoods-SBM-108,3586.83,WHDS1T,HomeGoods,2025-03-19,2025-03-20,2025-03-21,2025-03-29,1000302,10,9930158
CMCHZK2QU41B,868013,1,Books-ZLN-655,2718.91,WHYPXK,Books,2026-01-05,2026-01-09,2026-01-12,2026-01-07,1000303,7,6497828
PR4ZIWCNO5DH,656467,0,Electronics-XKX-470,1356.72,WHUK0S,Electronics,,,,,,3,
WZWWAKVIFDPI,226489,0,HomeGoods-XZX-171,393.94,WH2NC8,HomeGoods,,,,,,5,
5SVI8P47LWYD,611283,0,Electronics-PMR-213,2973.44,WHPKML,Electronics,,,,,,5,
6DXMS42C1O5D,119947,0,HomeGoods-ZNB-969,1174.87,WHURGS,HomeGoods,,,,,,10,
20E4FHS2LE77,705730,0,Electronics-PSO-212,2407.19,WHY8N1,Electronics,,,,,,9,
ZLZDUG4AOXCP,996653,1,Books-VLY-403,2299.81,WHC7I1,Books,2025-03-23,2025-03-24,2025-03-25,2025-03-25,1000304,7,2471405
DQFLL8C0K9IA,458466,1,Books-NHC-421,1384.12,WH5X4Y,Books,2025-10-19,2025-10-24,2025-10-24,2025-11-01,1000305,7,5717778
7BP9A4CFPK78,946214,1,Books-BRK-335,44.32,WHBQKL,Books,2025-12-02,2025-12-05,2025-12-05,2025-12-04,1000306,4,4486704
73CMEPGVHJOQ,240163,0,Clothing-ITK-873,185.59,WHWWPH,Clothing,,,,,,4,
30U1ZWIM148F,918197,1,Books-LTQ-606,244.11,WHN4AH,Books,2025-05-08,2025-05-13,2025-05-13,2025-05-14,1000307,10,3493655
TV8PURSLMJL8,410578,0,ComputersandAccessories-EYV-405,3733.21,WH1472,Computers&Accessories,,,,,,5,
TSVRHN5T7OGN,716274,0,Books-JWW-855,190.49,WH8A6B,Books,,,,,,1,
1LZ9T1WDGX1E,250245,1,ComputersandAccessories-WKR-773,4296.51,WHXI0A,Computers&Accessories,2025-12-19,2025-12-21,2025-12-24,2025-12-21,1000308,1,7230979
H3KRWQKHY4HB,940852,1,ComputersandAccessories-DWD-552,1375.79,WH43X2,Computers&Accessories,2025-05-26,2025-06-02,2025-06-03,2025-06-03,1000309,3,1485472
UEAVR8L1VMA3,135319,0,Sports-XIC-411,2201.13,WHN4NH,Sports,,,,,,2,
764RJH7QNLVL,211875,1,Sports-RYQ-278,2721.43,WHMI7C,Sports,2025-12-04,2025-12-10,2025-12-12,2025-12-05,1000310,3,3788103
LME81G9XIF1A,124686,0,HomeGoods-BCL-596,4629.02,WH3FPN,HomeGoods,,,,,,10,
2DKC6S7109WX,415693,0,Books-PBL-409,4471.45,WH2AI3,Books,,,,,,7,
FATH0BS5LSME,547042,0,Books-ENI-499,450.56,WHTPNF,Books,,,,,,1,
VR61AFD15AS0,963561,0,Electronics-WFY-990,3574.07,WHIU9S,Electronics,,,,,,5,
10FFBNAO9SXW,980207,0,Books-SMK-096,2585.24,WHEBAO,Books,,,,,,10,
RY8BXRF8R53K,945327,0,Electronics-VZV-622,2048.23,WH7ADT,Electronics,,,,,,2,
LCZPL0LAEO6N,857669,1,Books-ZCP-138,1184.8,WH4KYX,Books,2025-05-26,2025-05-30,2025-06-02,2025-06-05,1000311,3,7919359
BJZ8C57OVVAW,419888,0,Sports-WCO-674,1792.57,WH6EQX,Sports,,,,,,2,
QLEE23E719AO,794916,0,Books-JTD-490,4649.93,WHL7SX,Books,,,,,,3,
8LRDXL2YIYOM,551580,1,Sports-ZCM-710,127.42,WHLV6T,Sports,2025-10-11,2025-10-13,2025-10-14,2025-10-12,1000312,7,4810484
I7Y869MC54OK,828334,1,ComputersandAccessories-DGN-102,4008.27,WHKZCB,Computers&Accessories,2025-07-02,2025-07-04,2025-07-05,2025-07-04,1000313,9,4561600
SGF9BAYOBQTJ,122116,1,Books-GIP-069,864.25,WHO2MI,Books,2025-09-19,2025-09-22,2025-09-22,2025-09-26,1000314,3,6474762
TTYTJXL3K0B5,702712,0,Books-ZKV-802,3692.85,WHTT98,Books,,,,,,1,
A2SRCONIBZC1,725099,0,Books-SBO-288,947.42,WHWNQI,Books,,,,,,4,
GPXAZ7O4T4YJ,687162,1,Electronics-UYQ-058,4649.21,WHT682,Electronics,2025-06-25,2025-06-28,2025-06-30,2025-07-07,1000315,8,1748442
ZAU8VOFWESVA,776313,1,ComputersandAccessories-OOX-048,3686.99,WHYT5I,Computers&Accessories,2025-05-27,2025-06-02,2025-06-03,2025-05-29,1000316,8,9053675
0J9W9MY9ADKS,478037,1,Sports-MWK-051,800.69,WHCCQQ,Sports,2026-01-05,2026-01-08,2026-01-08,2026-01-17,1000317,2,7742368
QZVOID4372RR,633447,0,Electronics-ZVF-437,3741.3,WHDTX4,Electronics,,,,,,10,
IGF32L2VLIB8,907281,0,Books-MSN-118,667.76,WHVSUW,Books,,,,,,5,
HLA985RAYYEZ,892015,1,Sports-VUV-472,4939.41,WH4WV4,Sports,2025-09-11,2025-09-17,2025-09-19,2025-09-14,1000318,5,2817347
S1NGWTD51T31,743025,1,Clothing-AMO-966,2342.12,WHGVY2,Clothing,2025-06-14,2025-06-15,2025-06-17,2025-06-15,1000319,1,7698812
XRQBN1RUFFYC,159881,1,Books-AJR-745,4052.88,WHBXWD,Books,2025-03-22,2025-03-25,2025-03-27,2025-03-24,1000320,5,9863917
520QYX13ANK6,640434,0,HomeGoods-OFT-079,3980.04,WHR87D,HomeGoods,,,,,,1,
WTPS3XMGFXE5,853797,0,Clothing-ZJB-073,1275.7,WHOY58,Clothing,,,,,,3,
LGHQUSNH348C,472835,1,HomeGoods-SZZ-476,2066.57,WHG2BM,HomeGoods,2025-07-17,2025-07-21,2025-07-22,2025-07-26,1000321,9,7958216
U7HBB03NAHD8,356984,1,Clothing-JWT-222,3364.35,WHJVOI,Clothing,2025-03-14,2025-03-21,2025-03-23,2025-03-16,1000322,3,8517014
1RJ4CL1GGTZA,744841,1,HomeGoods-ETW-002,463.93,WH6FJ9,HomeGoods,2026-02-24,2026-02-25,2026-02-25,2026-02-25,1000323,9,7332559
A5CHQHU6BGPR,330925,1,Electronics-MZZ-081,1061.04,WH2R20,Electronics,2025-05-26,2025-06-02,2025-06-02,2025-06-07,1000324,7,4283348
HLUT5ZWOR6C2,705449,1,Sports-ONY-617,2102.93,WHASJL,Sports,2025-07-14,2025-07-19,2025-07-20,2025-07-15,1000325,7,9128654
RK91VHC46JQX,853604,1,Electronics-IRB-410,4814.49,WHMZ6P,Electronics,2026-01-30,2026-02-02,2026-02-03,2026-02-01,1000326,3,3091194
E4PJ3AFU6SHU,138740,0,Sports-GMD-048,3138.76,WHOZVW,Sports,,,,,,5,
R1BSWQQWEBX0,527748,0,Sports-TKQ-180,4627.16,WH2YWI,Sports,,,,,,6,
PMV6BCXHUE18,350979,0,Sports-YGP-050,2226.53,WH5SRZ,Sports,,,,,,8,
XUG8026T3NDK,739654,0,Books-HPM-490,2982.4,WHV2YP,Books,,,,,,9,
LXCJ47QLIJY8,161167,1,Books-EFD-985,2299.89,WH753H,Books,2025-07-05,2025-07-06,2025-07-09,2025-07-15,1000327,7,2556255
D707ZZZJTD19,789440,0,ComputersandAccessories-NJQ-639,3602.29,WHWVY1,Computers&Accessories,,,,,,5,
86M6H08KLTES,196681,0,ComputersandAccessories-KSH-418,3578.18,WH47ID,Computers&Accessories,,,,,,6,
50OXZJ67052A,934186,1,HomeGoods-UOX-582,2598.83,WHO00G,HomeGoods,2025-05-02,2025-05-04,2025-05-06,2025-05-04,1000328,2,3350664
Q1LUK628B113,967469,1,HomeGoods-ZZK-573,3541.41,WHSH2P,HomeGoods,2025-06-10,2025-06-10,2025-06-11,2025-06-15,1000329,2,8498025
